1,185,21.34067769,-157.8934967,USA,Northern America,512853.6667
2,1717,37.32711544,-121.9332989,USA,Northern America,4604961.31
3,5633,33.95381355,-117.9539253,USA,Northern America,14281719.8
4,412,37.91394614,-122.0483181,USA,Northern America,661553.5774
5,1776,32.82158244,-117.1106947,USA,Northern America,4437234.748
6,306,35.36381044,-119.0475354,USA,Northern America,533318.4537
7,346,36.78757662,-119.7705095,USA,Northern America,652855.9733
8,811,38.60280713,-121.3875759,USA,Northern America,1528104.298
9,186,32.62543862,-115.4476576,MEX,Central America,805239.7185
10,154,29.08551907,-110.9745991,MEX,Central America,788949.0117
11,133,24.79661078,-107.4071827,MEX,Central America,721974.7596
12,878,36.14443328,-115.1590734,USA,Northern America,2029109.785
13,2304,33.47756006,-112.0005369,USA,Northern America,3611577.485
14,407,32.24353876,-110.9313916,USA,Northern America,588176.3438
15,592,20.63761304,-103.3591386,MEX,Central America,4530296.314
16,91,24.02823065,-104.6492757,MEX,Central America,573877.9498
17,947,45.53094903,-122.6657332,USA,Northern America,1655686.139
18,165,28.65844574,-106.0883967,MEX,Central America,794324.2375
19,133,21.89441747,-102.2899114,MEX,Central America,877349.819
20,110,19.70733153,-101.1995103,MEX,Central America,683447.0646
21,190,21.1239562,-101.6665674,MEX,Central America,1510974.26
22,141,16.86769935,-99.86174779,MEX,Central America,749405.7201
23,213,25.55055601,-103.4327176,MEX,Central America,1038510.055
24,161,20.60134744,-100.4139457,MEX,Central America,930199.9856
25,1885,47.49542197,-122.2998149,USA,Northern America,2678205.033
26,534,31.70384714,-106.3905995,MEX,Central America,1762653.717
27,166,22.15148295,-100.9591934,MEX,Central America,1083939.657
28,374,19.29244605,-99.62317247,MEX,Central America,1434153.266
29,207,18.89229174,-99.20837773,MEX,Central America,873604.4646
30,2114,19.45159047,-99.10560261,MEX,Central America,19559564.03
31,428,19.04691142,-98.22301187,MEX,Central America,2130628.315
32,143,25.42337096,-100.9796813,MEX,Central America,785796.7294
33,698,49.2292552,-122.9851417,CAN,Northern America,2015029.579
34,529,40.64504711,-111.9172804,USA,Northern America,972714.6253
35,446,35.12903763,-106.629162,USA,Northern America,685933.7471
36,667,25.71167126,-100.2783275,MEX,Central America,4227777.419
37,120,17.06521504,-96.73268271,MEX,Central America,543521.9924
38,78,19.53935074,-96.90910069,MEX,Central America,551949.626
39,128,22.26867547,-97.85524009,MEX,Central America,622471.1763
40,138,19.17410361,-96.16724067,MEX,Central America,723158.3041
41,195,27.50072964,-99.51214633,MEX,Central America,601848.0292
42,170,26.04441546,-98.30413095,MEX,Central America,677913.7478
43,97,16.75353185,-93.11889809,MEX,Central America,608351.4987
44,875,29.49173859,-98.5206364,USA,Northern America,1483926.84
45,102,17.99288508,-92.9465375,MEX,Central America,511130.593
46,1362,39.72837393,-104.9803877,USA,Northern America,2229499.864
47,606,30.37163753,-97.73513149,USA,Northern America,1063620.667
48,411,14.59927134,-90.54739573,GTM,Central America,2674360.836
49,3418,29.78137075,-95.40836967,USA,Northern America,4873719.74
50,287,13.72425382,-89.18557142,SLV,Central America,1675634.764
51,3699,32.8573485,-96.96526227,USA,Northern America,5165561.23
52,200,15.5021369,-87.98431086,HND,Central America,841488.9024
53,550,35.46309323,-97.52442303,USA,Northern America,616999.469
54,188,20.97290636,-89.61473615,MEX,Central America,903966.8957
55,141,14.07275283,-87.20403689,HND,Central America,998560.7762
56,460,51.039687,-114.0703599,CAN,Northern America,1027226.576
57,210,12.1263904,-86.26087379,NIC,Central America,1145288.922
58,431,9.951750245,-84.11429303,CRI,Central America,1861671.616
59,84,21.16362243,-86.85945843,MEX,Central America,703187.5068
60,501,29.96009972,-90.10226475,USA,Northern America,680993.5612
61,490,53.54200131,-113.4855766,CAN,Northern America,975000.7097
62,1026,39.04474577,-94.60456837,USA,Northern America,1129297.081
63,406,41.2406688,-96.0581449,USA,Northern America,565017.682
64,301,-2.164296232,-79.91204137,ECU,South America,2739452.61
